strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_2,additive_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
zzzzzzzz,1,Barley,57,Rapstraw,82,Rapstraw,291,Straw,83,Biertreber,299,CaSO4,CaSO4,CaSO4,0.58,0,26,0.6692134454808757,16,4500,Hot-Pressed,75,68,65,75,0.097
xxxxx,0,Bulgur,73,Vegiplants,55,Straw,275,Hemp,51,Hemp,212,CaSO4,CaSO4,CaSO4,0.45,1,18,0.6660516764895434,13,3500,Non-Pressed,70,57,41,75,0.016
yyyyyyy,1,Buckwheat,79,Biertreber,87,Rapstraw,224,Biertreber,56,Biertreber,214,cellulose,CaCO,CaSO4,0.54,0,24,0.9130264819921468,5,3000,Hot-Pressed,75,54,65,75,0.01
yyyyyyy,1,Bulgur,59,Hemp,66,Grass,224,Rapstraw,68,Grass,292,CaSO4,cellulose,CaSO4,0.55,1,22,0.8332842185413281,11,2000,Cold-Pressed,85,71,53,75,0.01
xxxxx,0,Bulgur,79,Sawdust,77,Rapstraw,245,Biertreber,66,Grass,228,CaCO,CaSO4,CaCO,0.44,0,19,0.7918679964410852,23,4000,Cold-Pressed,75,51,41,75,0.041
xxxxx,1,Oatmeal,96,Rapstraw,54,Vegiplants,288,Sawdust,52,Grass,262,cellulose,CaSO4,cellulose,0.6,0,28,0.64815389885055,12,3000,Non-Pressed,85,45,41,70,0.039
zzzzzzzz,1,Barley,90,Grass,69,Hemp,200,Vegiplants,56,Biertreber,261,CaSO4,CaCO,CaSO4,0.39,1,27,0.7232500342830298,25,3500,Non-Pressed,80,24,41,80,0.073
xxxxx,1,Oatmeal,58,Rapstraw,54,Biertreber,259,Rapstraw,96,Vegiplants,253,CaCO,cellulose,CaSO4,0.48,0,26,0.7680490061122769,24,1000,Non-Pressed,75,64,17,75,0.025
zzzzzzzz,0,Bulgur,96,Sawdust,94,Hemp,271,Hemp,70,Rapstraw,226,CaCO,CaCO,CaSO4,0.51,0,25,0.8616053190796045,7,500,Non-Pressed,80,51,29,85,0.033
yyyyyyy,1,Bulgur,100,Grass,86,Sawdust,208,Sawdust,99,Sawdust,262,CaSO4,cellulose,CaSO4,0.53,1,22,0.6445896181129791,25,2500,Non-Pressed,70,80,5,85,0.041
xxxxx,0,Oatmeal,71,Straw,68,Rapstraw,212,Vegiplants,82,Rapstraw,235,CaCO,CaSO4,CaSO4,0.45,1,22,0.9297399858927786,19,2000,Hot-Pressed,70,13,65,75,0.019
zzzzzzzz,0,Bulgur,79,Hemp,60,Biertreber,250,Hemp,61,Vegiplants,261,CaSO4,CaCO,CaCO,0.31,0,25,0.8587466237609371,15,1500,Non-Pressed,80,16,5,70,0.068
yyyyyyy,0,BierTreber,60,Sawdust,93,Straw,239,Hemp,69,Vegiplants,234,CaSO4,cellulose,CaCO,0.43,1,20,0.9244081321127731,5,3500,Non-Pressed,70,64,17,85,0.011
yyyyyyy,0,Barley,98,Vegiplants,67,Hemp,242,Biertreber,92,Rapstraw,227,CaCO,CaCO,cellulose,0.57,1,23,0.90678291057029,16,4500,Hot-Pressed,70,39,53,80,0.04
yyyyyyy,1,Bulgur,69,Rapstraw,57,Hemp,278,Biertreber,79,Rapstraw,233,cellulose,CaSO4,cellulose,0.55,0,18,0.8568622337649141,25,4500,Non-Pressed,80,26,41,85,0.08
xxxxx,0,BierTreber,87,Grass,67,Sawdust,247,Sawdust,53,Sawdust,202,CaSO4,cellulose,cellulose,0.59,1,18,0.7605413054046226,14,1500,Hot-Pressed,80,50,5,80,0.026
yyyyyyy,0,Bulgur,64,Biertreber,55,Biertreber,213,Sawdust,81,Hemp,232,CaCO,cellulose,CaSO4,0.3,0,28,0.7621369144844117,24,500,Hot-Pressed,85,76,5,70,0.003
xxxxx,0,Oatmeal,55,Biertreber,100,Sawdust,283,Straw,94,Sawdust,258,CaSO4,CaCO,CaCO,0.36,1,25,0.9241985910298514,17,4000,Hot-Pressed,80,79,53,85,0.063
yyyyyyy,0,Buckwheat,87,Straw,73,Hemp,250,Straw,57,Grass,218,cellulose,cellulose,CaCO,0.43,1,27,0.876660764195716,22,3000,Non-Pressed,80,79,65,70,0.048
xxxxx,1,BierTreber,56,Biertreber,77,Hemp,201,Biertreber,68,Vegiplants,281,CaSO4,CaCO,cellulose,0.32,0,27,0.9479816121403617,22,2500,Cold-Pressed,85,17,5,80,0.079
zzzzzzzz,1,Oatmeal,61,Grass,54,Grass,221,Grass,93,Sawdust,206,CaSO4,CaCO,CaSO4,0.49,1,25,0.732761359067194,20,500,Cold-Pressed,85,59,5,75,0.019
xxxxx,1,BierTreber,83,Biertreber,59,Grass,218,Grass,86,Rapstraw,225,CaSO4,CaSO4,CaSO4,0.55,0,25,0.8224176287250936,13,4500,Cold-Pressed,85,39,17,80,0.098
xxxxx,1,Bulgur,96,Biertreber,58,Vegiplants,269,Straw,84,Rapstraw,217,CaCO,CaSO4,CaSO4,0.55,1,20,0.7316290713529403,20,500,Cold-Pressed,70,42,41,85,0.048
xxxxx,0,Barley,69,Biertreber,83,Vegiplants,250,Straw,71,Vegiplants,268,cellulose,CaCO,CaSO4,0.55,0,24,0.6737162558298162,10,3500,Cold-Pressed,75,39,5,75,0.015
xxxxx,1,BierTreber,97,Vegiplants,71,Vegiplants,207,Sawdust,64,Grass,212,CaCO,cellulose,CaCO,0.57,1,25,0.6689405834567106,22,2000,Non-Pressed,70,80,5,80,0.088
xxxxx,1,Oatmeal,53,Straw,75,Biertreber,272,Vegiplants,83,Rapstraw,291,CaCO,cellulose,CaSO4,0.37,1,25,0.7810032726279331,25,3000,Cold-Pressed,75,47,29,85,0.097
yyyyyyy,1,BierTreber,50,Straw,74,Sawdust,248,Hemp,61,Hemp,272,CaCO,cellulose,CaSO4,0.35,0,27,0.6402066627144879,19,1000,Cold-Pressed,75,74,53,85,0.06
yyyyyyy,1,Buckwheat,94,Hemp,74,Hemp,241,Hemp,74,Grass,272,CaCO,CaSO4,CaCO,0.32,0,22,0.8363869287548704,10,2000,Non-Pressed,75,37,17,75,0.095
yyyyyyy,1,Oatmeal,68,Straw,77,Straw,266,Rapstraw,71,Rapstraw,227,cellulose,cellulose,CaSO4,0.38,1,20,0.7782850148262045,11,2500,Cold-Pressed,70,14,53,80,0.056
zzzzzzzz,1,Barley,86,Straw,51,Grass,246,Straw,96,Vegiplants,237,CaSO4,CaCO,cellulose,0.34,0,25,0.9006152881334022,9,4000,Non-Pressed,85,55,29,85,0.052
yyyyyyy,1,BierTreber,88,Sawdust,63,Grass,295,Vegiplants,59,Hemp,213,cellulose,cellulose,cellulose,0.54,1,27,0.7905777830691689,5,3000,Non-Pressed,75,72,65,70,0.039
zzzzzzzz,1,Barley,83,Grass,70,Grass,207,Vegiplants,71,Grass,255,CaCO,CaCO,CaCO,0.48,1,19,0.7050126476486823,14,2000,Non-Pressed,75,16,65,70,0.087
xxxxx,0,BierTreber,82,Biertreber,86,Hemp,260,Biertreber,69,Hemp,282,CaCO,cellulose,CaCO,0.59,1,21,0.7853790078322996,20,3000,Cold-Pressed,70,25,17,85,0.083
yyyyyyy,0,Bulgur,63,Grass,82,Sawdust,240,Straw,79,Grass,295,CaSO4,cellulose,CaCO,0.58,0,23,0.9432563422478702,10,4500,Non-Pressed,70,45,65,80,0.009
xxxxx,1,Oatmeal,72,Sawdust,79,Rapstraw,251,Biertreber,88,Hemp,244,CaSO4,CaSO4,CaCO,0.37,0,21,0.8545604101222339,17,2500,Hot-Pressed,80,74,65,75,0.053
xxxxx,0,Bulgur,66,Sawdust,77,Vegiplants,260,Biertreber,100,Biertreber,204,CaCO,CaSO4,CaCO,0.59,0,20,0.7796786470381036,8,3000,Hot-Pressed,80,35,41,80,0.094
zzzzzzzz,0,BierTreber,89,Sawdust,100,Grass,267,Biertreber,80,Biertreber,267,CaSO4,CaSO4,CaSO4,0.34,0,24,0.8784772623350614,9,2000,Cold-Pressed,75,64,29,85,0.053
xxxxx,1,Buckwheat,82,Sawdust,95,Hemp,275,Sawdust,64,Biertreber,225,CaCO,cellulose,cellulose,0.38,0,25,0.6906393303990975,16,3000,Hot-Pressed,70,51,5,75,0.025
zzzzzzzz,0,Buckwheat,79,Sawdust,72,Straw,279,Biertreber,59,Grass,225,CaCO,CaSO4,cellulose,0.38,1,19,0.7965160537283418,25,4000,Cold-Pressed,70,58,17,85,0.012
yyyyyyy,1,Bulgur,51,Vegiplants,99,Grass,260,Biertreber,86,Straw,283,cellulose,cellulose,cellulose,0.52,1,26,0.7644612527846839,12,1500,Hot-Pressed,80,46,17,85,0.091
yyyyyyy,0,Bulgur,81,Sawdust,50,Rapstraw,292,Straw,66,Sawdust,236,CaSO4,cellulose,CaCO,0.57,1,22,0.9111749093954502,21,1500,Cold-Pressed,70,70,53,80,0.012
zzzzzzzz,1,BierTreber,67,Straw,96,Hemp,238,Rapstraw,61,Biertreber,267,cellulose,CaSO4,CaSO4,0.45,0,25,0.8029034127094163,21,3000,Non-Pressed,75,11,17,70,0.039
zzzzzzzz,0,Oatmeal,64,Biertreber,59,Sawdust,289,Vegiplants,56,Sawdust,212,cellulose,cellulose,CaSO4,0.3,1,26,0.6863838193907212,20,4500,Non-Pressed,70,49,53,75,0.093
yyyyyyy,0,BierTreber,89,Grass,79,Rapstraw,224,Sawdust,52,Vegiplants,268,cellulose,CaSO4,cellulose,0.43,1,21,0.601659780986269,9,500,Cold-Pressed,85,17,5,70,0.061
xxxxx,1,BierTreber,96,Straw,53,Vegiplants,297,Sawdust,61,Grass,276,CaSO4,cellulose,CaSO4,0.39,1,20,0.6423643571009852,20,2500,Hot-Pressed,75,66,53,80,0.057
yyyyyyy,0,Barley,88,Vegiplants,55,Hemp,241,Grass,50,Grass,292,CaCO,CaSO4,cellulose,0.31,0,23,0.751047072747679,17,2000,Cold-Pressed,80,77,53,75,0.065
yyyyyyy,1,Buckwheat,77,Vegiplants,62,Biertreber,248,Grass,60,Straw,267,cellulose,cellulose,CaCO,0.49,1,24,0.8343509599275652,16,1500,Hot-Pressed,80,56,17,70,0.099
xxxxx,1,Bulgur,69,Grass,55,Vegiplants,229,Biertreber,71,Biertreber,205,CaCO,CaSO4,cellulose,0.32,0,25,0.8506848168625776,24,3500,Hot-Pressed,80,28,41,70,0.023
xxxxx,1,Oatmeal,93,Grass,95,Vegiplants,244,Grass,57,Rapstraw,228,CaCO,CaSO4,CaCO,0.32,1,23,0.7457395541879053,17,4500,Non-Pressed,80,22,5,75,0.079
zzzzzzzz,0,Buckwheat,76,Vegiplants,70,Vegiplants,262,Sawdust,66,Biertreber,234,CaSO4,CaSO4,cellulose,0.31,1,28,0.7391644673208605,5,3500,Cold-Pressed,75,10,29,70,0.04
yyyyyyy,1,Oatmeal,70,Rapstraw,66,Hemp,233,Straw,91,Rapstraw,200,CaCO,cellulose,CaSO4,0.58,1,20,0.8343438599085848,18,4000,Non-Pressed,80,14,41,80,0.052
zzzzzzzz,0,Bulgur,71,Grass,60,Straw,274,Straw,64,Sawdust,224,CaCO,cellulose,CaSO4,0.56,0,18,0.718490898640783,22,500,Non-Pressed,75,56,17,75,0.021
yyyyyyy,1,Oatmeal,70,Biertreber,51,Straw,227,Sawdust,96,Hemp,205,cellulose,cellulose,CaCO,0.45,1,27,0.7775171036729728,15,2500,Hot-Pressed,75,79,5,75,0.099
zzzzzzzz,1,Buckwheat,61,Biertreber,78,Grass,255,Rapstraw,89,Grass,273,CaCO,CaSO4,CaCO,0.58,0,27,0.6122335579112659,15,2500,Cold-Pressed,75,45,53,75,0.025
zzzzzzzz,1,Oatmeal,97,Rapstraw,61,Sawdust,245,Vegiplants,90,Grass,299,CaCO,cellulose,CaCO,0.54,0,23,0.8079686636316239,25,3000,Hot-Pressed,85,55,41,85,0.052
zzzzzzzz,1,Buckwheat,74,Vegiplants,73,Straw,291,Hemp,89,Hemp,277,CaSO4,cellulose,CaSO4,0.58,1,25,0.7789773018952124,12,1000,Cold-Pressed,75,70,17,80,0.003
xxxxx,0,BierTreber,76,Hemp,65,Hemp,284,Rapstraw,82,Grass,250,cellulose,cellulose,CaCO,0.47,0,22,0.6001496321558517,11,4000,Hot-Pressed,70,72,53,80,0.05
xxxxx,0,BierTreber,58,Straw,67,Grass,219,Hemp,87,Biertreber,283,CaCO,cellulose,cellulose,0.3,0,26,0.9156148679468339,11,2500,Non-Pressed,70,61,41,70,0.024
xxxxx,0,Oatmeal,99,Hemp,60,Biertreber,206,Straw,71,Straw,265,CaSO4,cellulose,CaCO,0.35,1,25,0.9188490152336368,18,500,Non-Pressed,75,48,41,70,0.084
xxxxx,0,Buckwheat,85,Rapstraw,69,Straw,293,Hemp,68,Biertreber,218,cellulose,CaSO4,CaSO4,0.37,0,24,0.7496663055894878,25,4500,Hot-Pressed,70,22,17,85,0.019
zzzzzzzz,0,Buckwheat,97,Hemp,93,Hemp,255,Rapstraw,58,Sawdust,291,CaSO4,CaSO4,cellulose,0.57,0,18,0.6176141661238217,5,3000,Cold-Pressed,80,34,29,75,0.079
zzzzzzzz,1,Oatmeal,70,Rapstraw,57,Hemp,223,Sawdust,53,Vegiplants,204,cellulose,CaSO4,CaCO,0.5,0,28,0.7474012116567358,5,1000,Non-Pressed,75,67,29,85,0.039
yyyyyyy,1,Oatmeal,97,Grass,86,Straw,245,Sawdust,76,Vegiplants,257,CaCO,cellulose,CaSO4,0.49,0,18,0.7721597085499615,11,2500,Non-Pressed,80,65,17,70,0.036
zzzzzzzz,0,Oatmeal,97,Straw,61,Rapstraw,230,Rapstraw,92,Biertreber,212,CaCO,cellulose,cellulose,0.43,1,19,0.7176830220902667,24,2000,Non-Pressed,70,30,65,70,0.079
yyyyyyy,1,Barley,72,Vegiplants,51,Straw,263,Sawdust,52,Sawdust,213,CaCO,cellulose,CaCO,0.44,0,20,0.791154239154752,11,2000,Non-Pressed,75,19,17,75,0.082
yyyyyyy,1,Bulgur,97,Biertreber,86,Hemp,217,Biertreber,83,Sawdust,200,CaSO4,CaSO4,cellulose,0.34,1,18,0.8806240436572543,9,1500,Hot-Pressed,85,10,17,80,0.021
xxxxx,0,Buckwheat,79,Sawdust,75,Grass,297,Vegiplants,58,Vegiplants,294,cellulose,cellulose,CaSO4,0.39,0,18,0.7470938087024156,14,1000,Non-Pressed,70,15,65,70,0.061
xxxxx,1,Oatmeal,81,Biertreber,92,Sawdust,254,Grass,90,Biertreber,219,CaCO,cellulose,CaSO4,0.5,1,28,0.8191472397554524,14,4000,Non-Pressed,80,40,65,85,0.039
yyyyyyy,0,Oatmeal,66,Biertreber,68,Biertreber,220,Grass,54,Vegiplants,245,CaCO,CaCO,CaSO4,0.36,1,20,0.7815307590096224,7,4500,Hot-Pressed,70,45,5,80,0.04
yyyyyyy,1,Buckwheat,87,Sawdust,64,Sawdust,284,Sawdust,53,Grass,276,CaSO4,CaCO,cellulose,0.38,0,19,0.6389361424205755,15,4500,Non-Pressed,80,73,17,85,0.035
yyyyyyy,0,Bulgur,90,Sawdust,86,Vegiplants,268,Biertreber,72,Sawdust,246,CaCO,cellulose,CaSO4,0.51,1,26,0.625333402051192,5,3000,Cold-Pressed,85,48,65,80,0.071
xxxxx,0,Bulgur,56,Sawdust,70,Hemp,204,Straw,76,Biertreber,262,CaSO4,cellulose,CaSO4,0.32,0,22,0.8828589852095999,14,3500,Non-Pressed,70,33,29,75,0.098
yyyyyyy,1,Oatmeal,67,Vegiplants,94,Hemp,264,Rapstraw,69,Sawdust,249,cellulose,CaCO,CaSO4,0.33,0,27,0.7630131482375638,10,2000,Non-Pressed,70,39,65,75,0.007
yyyyyyy,1,Bulgur,59,Straw,65,Biertreber,211,Vegiplants,52,Hemp,276,CaSO4,cellulose,CaCO,0.31,0,22,0.7719502736496977,18,4000,Hot-Pressed,75,26,29,85,0.086
xxxxx,1,Bulgur,85,Straw,85,Biertreber,270,Sawdust,59,Vegiplants,261,cellulose,cellulose,CaCO,0.52,0,21,0.9313356754480314,24,2000,Non-Pressed,85,33,29,80,0.084
yyyyyyy,0,BierTreber,59,Biertreber,86,Biertreber,226,Grass,94,Rapstraw,250,cellulose,cellulose,cellulose,0.54,0,26,0.6239936910239214,21,1500,Cold-Pressed,70,51,17,70,0.049
xxxxx,0,Bulgur,79,Straw,81,Rapstraw,281,Vegiplants,70,Grass,276,CaCO,CaSO4,cellulose,0.37,0,23,0.9106737058098117,15,3000,Non-Pressed,85,53,53,70,0.009
xxxxx,1,Barley,50,Vegiplants,98,Grass,234,Straw,75,Rapstraw,280,cellulose,cellulose,CaCO,0.34,1,24,0.8065581651234129,6,1000,Hot-Pressed,70,17,17,85,0.06
xxxxx,1,Barley,91,Sawdust,99,Grass,271,Grass,63,Biertreber,288,CaSO4,CaSO4,cellulose,0.37,1,25,0.7676301553432535,6,1000,Hot-Pressed,85,32,65,75,0.073
yyyyyyy,0,BierTreber,73,Biertreber,91,Vegiplants,230,Vegiplants,81,Rapstraw,264,CaCO,cellulose,CaSO4,0.34,1,21,0.8592233535382061,23,1500,Non-Pressed,75,52,53,85,0.051
zzzzzzzz,1,BierTreber,86,Vegiplants,84,Rapstraw,205,Hemp,98,Rapstraw,236,cellulose,CaCO,cellulose,0.48,0,23,0.7573262587490784,12,2500,Cold-Pressed,85,22,65,80,0.067
yyyyyyy,0,Barley,83,Vegiplants,60,Rapstraw,237,Rapstraw,69,Grass,258,CaSO4,cellulose,CaSO4,0.39,1,28,0.7463490272677349,18,3500,Non-Pressed,85,78,29,80,0.083
yyyyyyy,0,BierTreber,55,Biertreber,76,Straw,246,Grass,67,Grass,201,cellulose,CaCO,cellulose,0.3,1,21,0.7686084157106906,9,1000,Cold-Pressed,75,27,41,85,0.072
zzzzzzzz,0,BierTreber,57,Vegiplants,82,Hemp,271,Hemp,72,Rapstraw,219,CaCO,cellulose,cellulose,0.51,0,23,0.9148418747810347,22,3000,Hot-Pressed,70,18,53,85,0.071
zzzzzzzz,0,Buckwheat,69,Vegiplants,87,Vegiplants,288,Sawdust,84,Sawdust,269,CaCO,CaCO,CaCO,0.59,0,21,0.8299293226715558,21,500,Cold-Pressed,85,55,29,85,0.083
yyyyyyy,1,Barley,62,Hemp,52,Grass,261,Biertreber,56,Biertreber,232,CaSO4,cellulose,CaSO4,0.41,1,19,0.764840091604541,17,500,Hot-Pressed,85,61,41,70,0.081
xxxxx,1,Buckwheat,86,Straw,83,Biertreber,292,Straw,94,Sawdust,270,CaCO,CaSO4,CaCO,0.45,0,27,0.9350688127252952,25,2000,Non-Pressed,85,42,5,75,0.08
xxxxx,0,Buckwheat,68,Straw,64,Grass,278,Straw,86,Grass,208,cellulose,CaSO4,cellulose,0.34,1,21,0.674544687326394,6,4000,Hot-Pressed,70,52,65,85,0.003
xxxxx,1,Oatmeal,94,Grass,58,Grass,255,Hemp,79,Rapstraw,208,CaCO,CaCO,CaSO4,0.6,1,20,0.6023366125199932,18,4500,Cold-Pressed,75,53,17,85,0.038
xxxxx,1,Barley,81,Biertreber,79,Biertreber,267,Vegiplants,79,Straw,270,CaCO,cellulose,CaCO,0.45,1,25,0.847791457418254,19,1000,Non-Pressed,85,25,29,75,0.049
zzzzzzzz,0,Buckwheat,64,Rapstraw,79,Rapstraw,252,Rapstraw,70,Straw,218,cellulose,cellulose,CaSO4,0.55,0,21,0.6501207306470511,15,4500,Hot-Pressed,75,30,17,70,0.042
yyyyyyy,1,Oatmeal,52,Biertreber,90,Hemp,215,Grass,70,Sawdust,271,CaCO,CaCO,CaCO,0.56,1,22,0.8061534024510616,17,1500,Hot-Pressed,75,77,5,85,0.012
zzzzzzzz,1,Barley,74,Grass,68,Rapstraw,245,Biertreber,61,Hemp,288,CaSO4,CaCO,CaSO4,0.49,0,26,0.700854394897797,10,3000,Cold-Pressed,80,36,41,85,0.073
xxxxx,0,Oatmeal,100,Biertreber,51,Rapstraw,201,Sawdust,82,Biertreber,206,cellulose,CaSO4,CaCO,0.34,1,28,0.7566949051213843,22,1000,Non-Pressed,80,66,5,80,0.083
xxxxx,0,Bulgur,67,Hemp,57,Grass,262,Sawdust,55,Hemp,227,cellulose,CaSO4,CaSO4,0.42,0,23,0.9313358395818525,11,2500,Cold-Pressed,80,16,5,80,0.031
xxxxx,1,Bulgur,50,Biertreber,62,Grass,297,Grass,68,Grass,222,CaCO,CaCO,CaSO4,0.54,0,22,0.6898212766147185,7,1000,Hot-Pressed,85,40,53,70,0.082
zzzzzzzz,0,Barley,57,Hemp,50,Straw,206,Grass,83,Biertreber,279,CaSO4,CaSO4,cellulose,0.57,1,26,0.6406311400338445,23,4500,Non-Pressed,70,33,29,70,0.068
yyyyyyy,1,BierTreber,59,Hemp,73,Grass,240,Grass,88,Rapstraw,246,CaSO4,CaCO,CaSO4,0.55,0,28,0.8109966349227886,11,3000,Non-Pressed,85,16,65,70,0.007
xxxxx,1,Oatmeal,78,Grass,82,Sawdust,221,Vegiplants,70,Hemp,249,cellulose,cellulose,cellulose,0.57,0,28,0.7141346421062204,7,4500,Cold-Pressed,80,40,29,85,0.017
xxxxx,0,Oatmeal,61,Rapstraw,56,Sawdust,266,Rapstraw,64,Straw,282,cellulose,CaCO,CaSO4,0.36,0,25,0.773754684144441,12,2000,Hot-Pressed,80,60,5,70,0.036
xxxxx,1,Oatmeal,75,Hemp,51,Sawdust,259,Sawdust,74,Grass,295,CaSO4,CaCO,cellulose,0.32,1,24,0.7518226472577616,7,3000,Hot-Pressed,70,74,41,70,0.034
xxxxx,0,Barley,74,Vegiplants,79,Rapstraw,299,Sawdust,79,Grass,203,CaCO,CaCO,CaCO,0.39,1,26,0.8996613312011612,25,2500,Hot-Pressed,75,56,41,85,0.095
xxxxx,0,Bulgur,50,Hemp,87,Vegiplants,208,Sawdust,56,Sawdust,279,CaCO,CaSO4,CaCO,0.52,1,27,0.8842117335771544,10,4000,Hot-Pressed,85,22,41,80,0.092
xxxxx,1,Oatmeal,54,Straw,97,Vegiplants,231,Vegiplants,79,Hemp,261,cellulose,CaCO,cellulose,0.45,1,20,0.7185848353606349,12,3500,Non-Pressed,85,75,41,70,0.013
zzzzzzzz,0,Barley,88,Hemp,98,Straw,233,Hemp,79,Hemp,249,CaCO,cellulose,cellulose,0.31,1,23,0.6447260077208808,23,3000,Non-Pressed,85,35,5,70,0.063
xxxxx,1,Oatmeal,79,Sawdust,60,Vegiplants,291,Sawdust,99,Sawdust,266,CaSO4,CaSO4,CaSO4,0.36,1,22,0.6299690293911896,17,500,Cold-Pressed,70,76,29,80,0.096
yyyyyyy,0,Bulgur,93,Rapstraw,66,Hemp,269,Hemp,50,Grass,221,CaCO,CaCO,cellulose,0.38,1,25,0.8017198071120505,23,4500,Hot-Pressed,75,64,53,80,0.081
yyyyyyy,1,Barley,76,Biertreber,51,Rapstraw,216,Rapstraw,60,Vegiplants,295,cellulose,cellulose,CaSO4,0.53,0,26,0.6100462895104775,7,1500,Non-Pressed,80,47,53,80,0.047
xxxxx,0,Bulgur,85,Sawdust,79,Biertreber,234,Straw,54,Hemp,277,CaCO,cellulose,CaSO4,0.55,1,23,0.9045892921938783,21,4000,Non-Pressed,80,44,65,75,0.062
zzzzzzzz,1,Bulgur,56,Biertreber,53,Vegiplants,274,Biertreber,94,Straw,217,CaCO,CaCO,CaCO,0.52,1,28,0.6211482741672374,6,1500,Cold-Pressed,80,65,29,80,0.023
xxxxx,0,Buckwheat,53,Biertreber,72,Grass,280,Vegiplants,70,Rapstraw,222,CaCO,cellulose,CaSO4,0.32,0,28,0.6412729110117028,14,1000,Non-Pressed,70,37,29,80,0.029
yyyyyyy,1,Barley,84,Hemp,69,Straw,271,Sawdust,67,Rapstraw,235,cellulose,CaCO,CaSO4,0.58,0,19,0.7209897045882511,17,500,Cold-Pressed,70,36,53,70,0.073
yyyyyyy,0,Bulgur,76,Biertreber,93,Vegiplants,287,Biertreber,85,Grass,232,cellulose,CaSO4,cellulose,0.41,0,25,0.7737643029478921,18,1000,Non-Pressed,70,58,5,80,0.016
xxxxx,1,Barley,54,Sawdust,88,Vegiplants,203,Rapstraw,52,Biertreber,201,CaCO,CaSO4,CaCO,0.34,1,19,0.6951933284924168,15,4000,Non-Pressed,80,59,5,80,0.03
zzzzzzzz,1,Buckwheat,98,Hemp,82,Hemp,260,Vegiplants,99,Biertreber,257,CaSO4,CaCO,CaSO4,0.55,0,19,0.665638475020484,16,3500,Cold-Pressed,70,20,41,80,0.09
yyyyyyy,0,Oatmeal,80,Vegiplants,57,Rapstraw,237,Grass,65,Sawdust,279,CaSO4,cellulose,cellulose,0.52,1,25,0.7128583723253066,19,3500,Cold-Pressed,75,72,41,80,0.094
xxxxx,0,Bulgur,55,Grass,71,Grass,223,Rapstraw,79,Grass,266,CaSO4,cellulose,CaSO4,0.34,1,28,0.8342499042116913,18,3500,Hot-Pressed,70,10,65,70,0.014
yyyyyyy,1,BierTreber,86,Straw,81,Straw,248,Straw,55,Sawdust,207,CaSO4,CaCO,cellulose,0.33,1,19,0.6297077823561268,8,500,Non-Pressed,80,28,65,85,0.026
xxxxx,1,BierTreber,90,Sawdust,93,Vegiplants,257,Biertreber,95,Biertreber,200,CaCO,cellulose,cellulose,0.51,0,21,0.8147373004269081,6,4500,Hot-Pressed,75,18,53,75,0.015
xxxxx,1,Bulgur,63,Sawdust,62,Biertreber,214,Biertreber,54,Biertreber,229,CaSO4,cellulose,cellulose,0.4,0,26,0.7278047895220507,15,4000,Hot-Pressed,80,35,17,70,0.04
xxxxx,0,Barley,75,Vegiplants,75,Hemp,237,Rapstraw,78,Grass,285,cellulose,CaCO,CaCO,0.54,1,18,0.9336939471182758,17,1500,Hot-Pressed,85,80,41,85,0.026
zzzzzzzz,1,Buckwheat,60,Sawdust,90,Straw,274,Biertreber,68,Vegiplants,204,CaCO,CaSO4,CaCO,0.54,0,19,0.9283346004379565,18,1000,Non-Pressed,80,65,5,70,0.058
yyyyyyy,1,Barley,84,Vegiplants,99,Biertreber,217,Straw,71,Hemp,247,CaSO4,CaSO4,CaCO,0.56,1,22,0.6723807338562255,25,4000,Non-Pressed,80,30,53,80,0.039
zzzzzzzz,1,Barley,91,Hemp,83,Sawdust,225,Rapstraw,85,Straw,252,cellulose,cellulose,CaSO4,0.56,0,21,0.9286659965992825,19,500,Non-Pressed,85,77,5,80,0.072
yyyyyyy,0,Buckwheat,93,Hemp,63,Straw,224,Biertreber,56,Straw,223,cellulose,CaCO,cellulose,0.45,0,24,0.729718868754304,13,3000,Non-Pressed,80,65,65,85,0.074
zzzzzzzz,0,BierTreber,71,Straw,57,Grass,231,Rapstraw,76,Vegiplants,293,cellulose,cellulose,CaCO,0.51,1,28,0.6802102850256013,20,500,Hot-Pressed,70,27,53,80,0.037
yyyyyyy,0,Bulgur,92,Straw,92,Hemp,253,Vegiplants,77,Grass,265,CaCO,cellulose,CaCO,0.34,0,24,0.8406656097351356,7,500,Cold-Pressed,70,41,17,70,0.019
zzzzzzzz,1,Bulgur,74,Biertreber,57,Rapstraw,267,Rapstraw,58,Sawdust,234,cellulose,cellulose,cellulose,0.37,0,25,0.8377673928739575,14,2500,Cold-Pressed,70,14,65,70,0.056
zzzzzzzz,0,BierTreber,90,Biertreber,78,Vegiplants,295,Biertreber,86,Vegiplants,228,cellulose,CaSO4,CaCO,0.44,1,23,0.8800690268993918,8,500,Non-Pressed,85,31,17,70,0.018
yyyyyyy,1,Barley,88,Biertreber,84,Biertreber,261,Biertreber,72,Biertreber,213,cellulose,cellulose,cellulose,0.35,1,19,0.9355381653453665,18,2500,Hot-Pressed,85,78,53,70,0.01
