compressive_strength,compressive_strength_stdev,density,density_stdev,elastic_modulus,elastic_modulus_stdev,elongation_at_break,elongation_at_break_stdev,flexural_modulus,flexural_modulus_stdev,flexural_strenght,flexural_strenght_stdev,tensile_strength,tensile_strength_stdev,thermal_conductivity,thermal_conductivity_stdev,young_modulus,young_modulus_stdev
139,22.240000000000002,0.15,0.025500000000000002,108,25.919999999999998,6,1.2000000000000002,54,8.64,0.69,0.034499999999999996,16.3,4.727,5.06,0.7589999999999999,401,32.08
974,155.84,0.4,0.068,19,4.56,4,0.8,46,7.36,0.83,0.0415,5.3,1.537,0.43,0.0645,191,15.280000000000001
535,85.60000000000001,0.39,0.06630000000000001,73,17.52,2,0.4,16,2.56,0.61,0.0305,6.7,1.9429999999999998,1.64,0.24599999999999997,407,32.56
1093,174.88,0.06,0.0102,18,4.32,0,0.0,10,1.6,0.6,0.03,9.7,2.8129999999999997,3.24,0.486,35,2.8000000000000003
900,144.0,0.49,0.0833,47,11.28,4,0.8,22,3.52,0.51,0.025500000000000002,9.6,2.784,6.98,1.047,19,1.52
498,79.68,0.28,0.04760000000000001,25,6.0,5,1.0,24,3.84,0.56,0.028000000000000004,6.1,1.7689999999999997,7.64,1.146,213,17.04
464,74.24,0.39,0.06630000000000001,110,26.4,3,0.6000000000000001,31,4.96,0.67,0.0335,17.0,4.93,5.11,0.7665000000000001,477,38.160000000000004
726,116.16,0.3,0.051000000000000004,29,6.96,3,0.6000000000000001,93,14.88,0.37,0.0185,15.8,4.582,8.02,1.2029999999999998,238,19.04
504,80.64,0.35,0.0595,10,2.4,1,0.2,18,2.88,0.21,0.0105,5.4,1.566,0.94,0.141,413,33.04
875,140.0,0.24,0.0408,20,4.8,2,0.4,59,9.44,0.19,0.009500000000000001,17.2,4.9879999999999995,1.87,0.2805,73,5.84
456,72.96000000000001,0.3,0.051000000000000004,111,26.64,5,1.0,84,13.44,0.35,0.017499999999999998,10.4,3.016,0.22,0.033,488,39.04
900,144.0,0.12,0.0204,6,1.44,5,1.0,53,8.48,0.8,0.04000000000000001,11.3,3.277,4.8,0.72,20,1.6
522,83.52,0.37,0.0629,41,9.84,1,0.2,13,2.08,0.25,0.0125,5.6,1.6239999999999999,0.81,0.1215,422,33.76
487,77.92,0.17,0.028900000000000006,6,1.44,2,0.4,95,15.200000000000001,0.1,0.005000000000000001,14.1,4.0889999999999995,0.36,0.054,498,39.84
473,75.68,0.41,0.0697,65,15.6,6,1.2000000000000002,53,8.48,0.84,0.042,10.6,3.074,4.24,0.636,48,3.84
267,42.72,0.09,0.015300000000000001,13,3.12,6,1.2000000000000002,74,11.84,0.11,0.0055000000000000005,9.4,2.726,6.39,0.9584999999999999,121,9.68
1176,188.16,0.29,0.049300000000000004,50,12.0,2,0.4,54,8.64,0.86,0.043000000000000003,5.1,1.4789999999999999,5.85,0.8775,292,23.36
692,110.72,0.13,0.0221,21,5.04,1,0.2,88,14.08,0.87,0.043500000000000004,7.9,2.291,0.75,0.11249999999999999,113,9.040000000000001
86,13.76,0.15,0.025500000000000002,106,25.439999999999998,3,0.6000000000000001,35,5.6000000000000005,0.81,0.04050000000000001,7.5,2.175,8.21,1.2315,343,27.44
440,70.4,0.2,0.034,63,15.12,4,0.8,72,11.52,0.86,0.043000000000000003,15.3,4.437,0.43,0.0645,286,22.88
474,75.84,0.37,0.0629,30,7.199999999999999,7,1.4000000000000001,63,10.08,0.14,0.007000000000000001,15.8,4.582,9.89,1.4835,303,24.240000000000002
889,142.24,0.38,0.0646,5,1.2,2,0.4,46,7.36,0.27,0.013500000000000002,13.4,3.8859999999999997,5.17,0.7755,160,12.8
650,104.0,0.24,0.0408,45,10.799999999999999,2,0.4,48,7.68,0.64,0.032,9.4,2.726,1.93,0.2895,137,10.96
255,40.800000000000004,0.48,0.0816,78,18.72,3,0.6000000000000001,0,0.0,0.4,0.020000000000000004,14.4,4.176,3.81,0.5715,69,5.5200000000000005
734,117.44,0.25,0.0425,108,25.919999999999998,6,1.2000000000000002,13,2.08,0.57,0.028499999999999998,5.5,1.595,7.56,1.134,298,23.84
603,96.48,0.18,0.030600000000000002,18,4.32,6,1.2000000000000002,86,13.76,0.4,0.020000000000000004,11.0,3.19,5.31,0.7964999999999999,342,27.36
4,0.64,0.29,0.049300000000000004,3,0.72,6,1.2000000000000002,38,6.08,0.81,0.04050000000000001,14.7,4.263,2.17,0.32549999999999996,29,2.32
5,0.8,0.28,0.04760000000000001,66,15.84,5,1.0,69,11.040000000000001,0.05,0.0025000000000000005,9.1,2.639,0.8,0.12,43,3.44
613,98.08,0.34,0.05780000000000001,80,19.2,5,1.0,29,4.64,0.8,0.04000000000000001,5.8,1.682,5.43,0.8144999999999999,203,16.240000000000002
1000,160.0,0.09,0.015300000000000001,58,13.92,7,1.4000000000000001,10,1.6,0.9,0.045000000000000005,14.8,4.292,5.75,0.8624999999999999,221,17.68
48,7.68,0.16,0.027200000000000002,61,14.639999999999999,3,0.6000000000000001,21,3.36,0.69,0.034499999999999996,9.7,2.8129999999999997,9.93,1.4894999999999998,166,13.280000000000001
781,124.96000000000001,0.2,0.034,55,13.2,2,0.4,37,5.92,0.21,0.0105,10.6,3.074,5.71,0.8564999999999999,268,21.44
928,148.48,0.22,0.0374,14,3.36,2,0.4,24,3.84,0.27,0.013500000000000002,16.6,4.814,1.16,0.174,190,15.200000000000001
112,17.92,0.24,0.0408,46,11.04,0,0.0,70,11.200000000000001,0.06,0.003,12.0,3.4799999999999995,6.08,0.9119999999999999,255,20.400000000000002
546,87.36,0.47,0.0799,67,16.08,3,0.6000000000000001,84,13.44,0.42,0.021,11.6,3.364,7.12,1.068,152,12.16
23,3.68,0.24,0.0408,107,25.68,6,1.2000000000000002,69,11.040000000000001,0.77,0.038500000000000006,8.4,2.436,7.82,1.173,65,5.2
549,87.84,0.37,0.0629,56,13.44,6,1.2000000000000002,12,1.92,0.41,0.0205,10.7,3.1029999999999998,6.37,0.9555,350,28.0
423,67.68,0.37,0.0629,3,0.72,5,1.0,85,13.6,0.57,0.028499999999999998,5.6,1.6239999999999999,5.25,0.7875,73,5.84
413,66.08,0.12,0.0204,99,23.759999999999998,0,0.0,89,14.24,0.22,0.011000000000000001,10.2,2.9579999999999997,1.76,0.264,324,25.92
909,145.44,0.21,0.0357,36,8.64,1,0.2,20,3.2,0.49,0.0245,12.2,3.5379999999999994,5.87,0.8805,272,21.76
384,61.44,0.13,0.0221,11,2.6399999999999997,4,0.8,7,1.12,0.52,0.026000000000000002,14.4,4.176,7.4,1.11,194,15.52
928,148.48,0.09,0.015300000000000001,63,15.12,5,1.0,27,4.32,0.59,0.0295,8.2,2.3779999999999997,7.41,1.1115,220,17.6
1174,187.84,0.39,0.06630000000000001,23,5.52,1,0.2,61,9.76,0.47,0.0235,7.5,2.175,2.36,0.354,142,11.36
719,115.04,0.33,0.056100000000000004,15,3.5999999999999996,5,1.0,51,8.16,0.2,0.010000000000000002,11.3,3.277,3.14,0.471,82,6.5600000000000005
112,17.92,0.32,0.054400000000000004,12,2.88,0,0.0,49,7.84,0.24,0.012,8.7,2.5229999999999997,4.0,0.6,267,21.36
169,27.04,0.21,0.0357,86,20.64,3,0.6000000000000001,67,10.72,0.49,0.0245,9.5,2.755,2.92,0.438,439,35.12
1015,162.4,0.35,0.0595,100,24.0,3,0.6000000000000001,20,3.2,0.65,0.0325,12.4,3.5959999999999996,3.53,0.5295,96,7.68
275,44.0,0.14,0.023800000000000005,29,6.96,7,1.4000000000000001,6,0.96,0.61,0.0305,16.0,4.64,4.6,0.69,230,18.400000000000002
1091,174.56,0.17,0.028900000000000006,69,16.56,7,1.4000000000000001,30,4.8,0.94,0.047,12.7,3.6829999999999994,8.1,1.2149999999999999,230,18.400000000000002
1145,183.20000000000002,0.06,0.0102,103,24.72,1,0.2,27,4.32,0.27,0.013500000000000002,7.4,2.146,3.81,0.5715,167,13.36
69,11.040000000000001,0.42,0.0714,82,19.68,1,0.2,26,4.16,0.61,0.0305,11.0,3.19,1.52,0.22799999999999998,361,28.88
571,91.36,0.16,0.027200000000000002,48,11.52,6,1.2000000000000002,34,5.44,0.15,0.0075,6.5,1.8849999999999998,2.95,0.4425,214,17.12
316,50.56,0.22,0.0374,34,8.16,3,0.6000000000000001,57,9.120000000000001,0.12,0.006,13.5,3.9149999999999996,4.78,0.717,425,34.0
664,106.24000000000001,0.5,0.085,44,10.559999999999999,7,1.4000000000000001,79,12.64,0.9,0.045000000000000005,10.7,3.1029999999999998,2.41,0.3615,238,19.04
98,15.68,0.38,0.0646,91,21.84,1,0.2,20,3.2,0.61,0.0305,13.4,3.8859999999999997,8.26,1.2389999999999999,500,40.0
887,141.92000000000002,0.09,0.015300000000000001,77,18.48,2,0.4,1,0.16,0.6,0.03,6.7,1.9429999999999998,3.75,0.5625,302,24.16
900,144.0,0.41,0.0697,12,2.88,4,0.8,51,8.16,0.48,0.024,11.6,3.364,9.59,1.4385,225,18.0
68,10.88,0.25,0.0425,57,13.68,4,0.8,3,0.48,0.41,0.0205,13.9,4.031,5.01,0.7515,180,14.4
1093,174.88,0.42,0.0714,50,12.0,6,1.2000000000000002,65,10.4,0.16,0.008,11.9,3.451,5.34,0.8009999999999999,454,36.32
746,119.36,0.48,0.0816,5,1.2,2,0.4,38,6.08,0.63,0.0315,6.9,2.001,3.32,0.49799999999999994,137,10.96
930,148.8,0.46,0.0782,48,11.52,5,1.0,58,9.28,0.7,0.034999999999999996,11.6,3.364,7.38,1.107,209,16.72
182,29.12,0.36,0.061200000000000004,75,18.0,3,0.6000000000000001,32,5.12,0.59,0.0295,15.6,4.524,9.38,1.407,331,26.48
1133,181.28,0.09,0.015300000000000001,25,6.0,6,1.2000000000000002,19,3.04,0.44,0.022000000000000002,13.5,3.9149999999999996,2.12,0.318,20,1.6
522,83.52,0.22,0.0374,1,0.24,4,0.8,9,1.44,0.2,0.010000000000000002,16.8,4.872,4.55,0.6825,286,22.88
863,138.08,0.05,0.0085,52,12.48,0,0.0,7,1.12,0.54,0.027000000000000003,15.6,4.524,7.94,1.191,197,15.76
794,127.04,0.44,0.0748,60,14.399999999999999,6,1.2000000000000002,2,0.32,0.87,0.043500000000000004,10.8,3.132,1.13,0.16949999999999998,91,7.28
401,64.16,0.43,0.0731,33,7.92,0,0.0,75,12.0,0.1,0.005000000000000001,8.0,2.32,8.08,1.212,383,30.64
889,142.24,0.4,0.068,23,5.52,6,1.2000000000000002,2,0.32,0.84,0.042,7.9,2.291,6.92,1.038,254,20.32
776,124.16,0.17,0.028900000000000006,79,18.96,2,0.4,75,12.0,0.8,0.04000000000000001,13.7,3.9729999999999994,9.32,1.398,473,37.84
683,109.28,0.42,0.0714,52,12.48,6,1.2000000000000002,11,1.76,0.15,0.0075,6.5,1.8849999999999998,5.45,0.8175,161,12.88
631,100.96000000000001,0.1,0.017,91,21.84,2,0.4,42,6.72,0.75,0.037500000000000006,9.1,2.639,3.54,0.531,0,0.0
620,99.2,0.34,0.05780000000000001,45,10.799999999999999,0,0.0,67,10.72,0.15,0.0075,15.1,4.379,8.67,1.3005,389,31.12
685,109.60000000000001,0.31,0.052700000000000004,34,8.16,7,1.4000000000000001,54,8.64,0.59,0.0295,7.5,2.175,7.24,1.086,46,3.68
474,75.84,0.21,0.0357,48,11.52,3,0.6000000000000001,13,2.08,0.06,0.003,12.6,3.6539999999999995,1.42,0.213,294,23.52
243,38.88,0.07,0.011900000000000003,55,13.2,5,1.0,88,14.08,0.94,0.047,8.5,2.465,2.3,0.345,227,18.16
58,9.28,0.16,0.027200000000000002,100,24.0,1,0.2,89,14.24,0.67,0.0335,6.5,1.8849999999999998,3.89,0.5835,86,6.88
377,60.32,0.12,0.0204,72,17.28,3,0.6000000000000001,22,3.52,0.78,0.03900000000000001,16.8,4.872,4.98,0.747,190,15.200000000000001
493,78.88,0.25,0.0425,29,6.96,3,0.6000000000000001,81,12.96,0.14,0.007000000000000001,14.9,4.321,5.13,0.7695,334,26.72
432,69.12,0.15,0.025500000000000002,29,6.96,7,1.4000000000000001,18,2.88,0.35,0.017499999999999998,9.6,2.784,3.58,0.537,382,30.560000000000002
1124,179.84,0.44,0.0748,74,17.759999999999998,6,1.2000000000000002,14,2.24,0.92,0.046000000000000006,9.8,2.842,9.52,1.428,462,36.96
643,102.88,0.17,0.028900000000000006,92,22.08,0,0.0,14,2.24,0.8,0.04000000000000001,13.8,4.002,1.23,0.1845,377,30.16
616,98.56,0.28,0.04760000000000001,3,0.72,4,0.8,67,10.72,0.85,0.0425,15.4,4.466,0.82,0.12299999999999998,491,39.28
261,41.76,0.06,0.0102,80,19.2,7,1.4000000000000001,72,11.52,0.29,0.014499999999999999,14.0,4.06,5.16,0.774,126,10.08
46,7.36,0.48,0.0816,25,6.0,0,0.0,46,7.36,0.59,0.0295,7.2,2.088,8.53,1.2794999999999999,383,30.64
584,93.44,0.09,0.015300000000000001,49,11.76,4,0.8,54,8.64,0.2,0.010000000000000002,16.3,4.727,1.77,0.2655,62,4.96
102,16.32,0.43,0.0731,29,6.96,4,0.8,26,4.16,0.36,0.018,12.3,3.567,6.75,1.0125,138,11.040000000000001
316,50.56,0.11,0.0187,78,18.72,1,0.2,13,2.08,0.65,0.0325,8.5,2.465,4.27,0.6405,288,23.04
255,40.800000000000004,0.3,0.051000000000000004,35,8.4,1,0.2,47,7.5200000000000005,0.35,0.017499999999999998,12.7,3.6829999999999994,2.46,0.369,41,3.2800000000000002
1138,182.08,0.32,0.054400000000000004,84,20.16,4,0.8,34,5.44,0.67,0.0335,7.9,2.291,6.71,1.0065,72,5.76
750,120.0,0.16,0.027200000000000002,95,22.8,7,1.4000000000000001,54,8.64,0.25,0.0125,15.3,4.437,8.11,1.2165,337,26.96
276,44.160000000000004,0.09,0.015300000000000001,7,1.68,6,1.2000000000000002,15,2.4,0.14,0.007000000000000001,11.0,3.19,4.31,0.6465,186,14.88
565,90.4,0.43,0.0731,85,20.4,0,0.0,55,8.8,0.65,0.0325,8.6,2.4939999999999998,4.11,0.6165,218,17.44
918,146.88,0.09,0.015300000000000001,90,21.599999999999998,2,0.4,14,2.24,0.57,0.028499999999999998,11.6,3.364,2.84,0.426,457,36.56
382,61.120000000000005,0.48,0.0816,50,12.0,3,0.6000000000000001,38,6.08,0.62,0.031,12.9,3.7409999999999997,7.04,1.056,430,34.4
859,137.44,0.34,0.05780000000000001,26,6.24,3,0.6000000000000001,41,6.5600000000000005,0.52,0.026000000000000002,8.7,2.5229999999999997,8.44,1.2659999999999998,223,17.84
1039,166.24,0.26,0.0442,60,14.399999999999999,7,1.4000000000000001,11,1.76,0.3,0.015,5.7,1.653,4.91,0.7365,278,22.240000000000002
869,139.04,0.18,0.030600000000000002,18,4.32,3,0.6000000000000001,7,1.12,0.42,0.021,14.1,4.0889999999999995,9.36,1.404,316,25.28
174,27.84,0.31,0.052700000000000004,64,15.36,7,1.4000000000000001,45,7.2,0.48,0.024,6.7,1.9429999999999998,9.09,1.3635,357,28.560000000000002
816,130.56,0.05,0.0085,57,13.68,5,1.0,27,4.32,0.08,0.004,16.2,4.6979999999999995,1.16,0.174,345,27.6
149,23.84,0.43,0.0731,104,24.96,2,0.4,78,12.48,0.53,0.026500000000000003,15.8,4.582,8.45,1.2674999999999998,449,35.92
222,35.52,0.06,0.0102,77,18.48,5,1.0,90,14.4,0.29,0.014499999999999999,10.9,3.161,8.56,1.284,386,30.88
722,115.52,0.17,0.028900000000000006,50,12.0,6,1.2000000000000002,72,11.52,0.52,0.026000000000000002,14.7,4.263,3.26,0.48899999999999993,256,20.48
1045,167.20000000000002,0.19,0.0323,57,13.68,5,1.0,74,11.84,0.71,0.0355,10.3,2.987,5.66,0.849,479,38.32
269,43.04,0.27,0.0459,22,5.279999999999999,0,0.0,42,6.72,0.79,0.03950000000000001,13.5,3.9149999999999996,3.54,0.531,324,25.92
903,144.48,0.1,0.017,85,20.4,0,0.0,57,9.120000000000001,0.86,0.043000000000000003,6.2,1.7979999999999998,0.56,0.084,358,28.64
442,70.72,0.33,0.056100000000000004,42,10.08,2,0.4,61,9.76,0.22,0.011000000000000001,8.6,2.4939999999999998,7.89,1.1835,157,12.56
805,128.8,0.09,0.015300000000000001,58,13.92,6,1.2000000000000002,1,0.16,0.92,0.046000000000000006,13.9,4.031,1.47,0.2205,364,29.12
574,91.84,0.15,0.025500000000000002,100,24.0,1,0.2,13,2.08,0.71,0.0355,13.1,3.7989999999999995,0.16,0.024,48,3.84
1180,188.8,0.09,0.015300000000000001,6,1.44,2,0.4,81,12.96,0.7,0.034999999999999996,12.6,3.6539999999999995,5.29,0.7935,316,25.28
346,55.36,0.06,0.0102,43,10.32,6,1.2000000000000002,76,12.16,0.3,0.015,15.8,4.582,6.51,0.9764999999999999,257,20.56
70,11.200000000000001,0.1,0.017,98,23.52,0,0.0,30,4.8,0.1,0.005000000000000001,8.8,2.552,6.74,1.011,344,27.52
781,124.96000000000001,0.41,0.0697,10,2.4,4,0.8,41,6.5600000000000005,0.13,0.006500000000000001,5.7,1.653,1.85,0.2775,332,26.560000000000002
535,85.60000000000001,0.28,0.04760000000000001,85,20.4,3,0.6000000000000001,62,9.92,0.15,0.0075,17.1,4.959,1.68,0.252,295,23.6
869,139.04,0.17,0.028900000000000006,60,14.399999999999999,5,1.0,33,5.28,0.87,0.043500000000000004,11.5,3.335,4.53,0.6795,443,35.44
1193,190.88,0.22,0.0374,69,16.56,5,1.0,73,11.68,0.38,0.019000000000000003,10.7,3.1029999999999998,8.4,1.26,268,21.44
944,151.04,0.32,0.054400000000000004,12,2.88,5,1.0,33,5.28,0.92,0.046000000000000006,6.1,1.7689999999999997,9.73,1.4595,183,14.64
511,81.76,0.26,0.0442,60,14.399999999999999,3,0.6000000000000001,46,7.36,0.79,0.03950000000000001,11.0,3.19,8.44,1.2659999999999998,120,9.6
959,153.44,0.45,0.07650000000000001,95,22.8,4,0.8,58,9.28,0.49,0.0245,14.2,4.117999999999999,6.17,0.9255,206,16.48
974,155.84,0.45,0.07650000000000001,83,19.919999999999998,1,0.2,8,1.28,0.13,0.006500000000000001,7.4,2.146,5.14,0.7709999999999999,69,5.5200000000000005
454,72.64,0.46,0.0782,12,2.88,0,0.0,93,14.88,0.55,0.027500000000000004,9.1,2.639,5.84,0.876,99,7.92
246,39.36,0.21,0.0357,4,0.96,4,0.8,39,6.24,0.67,0.0335,5.6,1.6239999999999999,1.6,0.24,479,38.32
305,48.800000000000004,0.06,0.0102,19,4.56,6,1.2000000000000002,28,4.48,0.62,0.031,8.0,2.32,6.15,0.9225,81,6.48
631,100.96000000000001,0.3,0.051000000000000004,17,4.08,0,0.0,0,0.0,0.7,0.034999999999999996,8.6,2.4939999999999998,7.12,1.068,321,25.68
1093,174.88,0.44,0.0748,95,22.8,6,1.2000000000000002,90,14.4,0.23,0.011500000000000002,13.8,4.002,1.92,0.288,487,38.96
288,46.08,0.06,0.0102,24,5.76,0,0.0,8,1.28,0.35,0.017499999999999998,15.3,4.437,3.27,0.4905,274,21.92
315,50.4,0.31,0.052700000000000004,82,19.68,4,0.8,20,3.2,0.39,0.019500000000000003,9.9,2.871,5.89,0.8835,357,28.560000000000002
8,1.28,0.44,0.0748,95,22.8,4,0.8,48,7.68,0.6,0.03,7.4,2.146,4.12,0.618,100,8.0
1112,177.92000000000002,0.43,0.0731,108,25.919999999999998,1,0.2,69,11.040000000000001,0.32,0.016,16.3,4.727,0.3,0.045,417,33.36
371,59.36,0.06,0.0102,77,18.48,7,1.4000000000000001,0,0.0,0.65,0.0325,15.0,4.35,5.69,0.8535,468,37.44
1,0.16,0.18,0.030600000000000002,93,22.32,2,0.4,34,5.44,0.78,0.03900000000000001,14.3,4.147,8.53,1.2794999999999999,233,18.64
130,20.8,0.14,0.023800000000000005,46,11.04,7,1.4000000000000001,44,7.04,0.45,0.022500000000000003,8.1,2.3489999999999998,4.22,0.6329999999999999,186,14.88
40,6.4,0.28,0.04760000000000001,65,15.6,6,1.2000000000000002,47,7.5200000000000005,0.5,0.025,8.4,2.436,2.29,0.34349999999999997,104,8.32
299,47.84,0.42,0.0714,54,12.959999999999999,1,0.2,85,13.6,0.15,0.0075,9.9,2.871,5.1,0.7649999999999999,408,32.64
544,87.04,0.13,0.0221,43,10.32,2,0.4,2,0.32,0.27,0.013500000000000002,15.3,4.437,1.0,0.15,340,27.2
742,118.72,0.13,0.0221,54,12.959999999999999,6,1.2000000000000002,51,8.16,0.77,0.038500000000000006,9.7,2.8129999999999997,8.66,1.299,468,37.44
63,10.08,0.43,0.0731,27,6.4799999999999995,1,0.2,72,11.52,0.14,0.007000000000000001,7.0,2.03,1.07,0.1605,473,37.84
366,58.56,0.1,0.017,50,12.0,7,1.4000000000000001,7,1.12,0.4,0.020000000000000004,15.9,4.611,9.94,1.4909999999999999,129,10.32
961,153.76,0.06,0.0102,39,9.36,7,1.4000000000000001,32,5.12,0.69,0.034499999999999996,5.1,1.4789999999999999,7.48,1.122,476,38.08
858,137.28,0.21,0.0357,73,17.52,3,0.6000000000000001,24,3.84,0.52,0.026000000000000002,14.5,4.205,3.68,0.552,195,15.6
33,5.28,0.12,0.0204,112,26.88,1,0.2,95,15.200000000000001,0.5,0.025,9.1,2.639,8.48,1.272,335,26.8
583,93.28,0.48,0.0816,19,4.56,4,0.8,58,9.28,0.25,0.0125,9.6,2.784,3.05,0.45749999999999996,334,26.72
548,87.68,0.27,0.0459,98,23.52,2,0.4,89,14.24,0.1,0.005000000000000001,16.2,4.6979999999999995,7.45,1.1175,328,26.240000000000002
236,37.76,0.07,0.011900000000000003,37,8.879999999999999,0,0.0,47,7.5200000000000005,0.65,0.0325,7.4,2.146,0.48,0.072,128,10.24
659,105.44,0.19,0.0323,25,6.0,5,1.0,8,1.28,0.77,0.038500000000000006,6.6,1.9139999999999997,7.34,1.101,360,28.8
998,159.68,0.46,0.0782,7,1.68,6,1.2000000000000002,24,3.84,0.37,0.0185,17.2,4.9879999999999995,6.88,1.032,465,37.2
1127,180.32,0.18,0.030600000000000002,57,13.68,4,0.8,50,8.0,0.52,0.026000000000000002,14.6,4.234,9.37,1.4054999999999997,433,34.64
655,104.8,0.06,0.0102,27,6.4799999999999995,1,0.2,34,5.44,0.81,0.04050000000000001,5.4,1.566,1.34,0.201,130,10.4
718,114.88,0.24,0.0408,43,10.32,7,1.4000000000000001,85,13.6,0.57,0.028499999999999998,10.5,3.045,1.62,0.243,142,11.36
754,120.64,0.47,0.0799,84,20.16,6,1.2000000000000002,35,5.6000000000000005,0.39,0.019500000000000003,12.1,3.5089999999999995,7.13,1.0695,200,16.0
737,117.92,0.42,0.0714,89,21.36,0,0.0,37,5.92,0.7,0.034999999999999996,6.0,1.7399999999999998,1.78,0.267,182,14.56
1159,185.44,0.09,0.015300000000000001,73,17.52,3,0.6000000000000001,27,4.32,0.1,0.005000000000000001,6.7,1.9429999999999998,3.21,0.4815,84,6.72
418,66.88,0.5,0.085,90,21.599999999999998,5,1.0,59,9.44,0.38,0.019000000000000003,7.5,2.175,2.2,0.33,411,32.88
223,35.68,0.33,0.056100000000000004,24,5.76,5,1.0,78,12.48,0.12,0.006,15.4,4.466,7.41,1.1115,122,9.76
431,68.96000000000001,0.23,0.0391,59,14.16,2,0.4,34,5.44,0.32,0.016,13.5,3.9149999999999996,9.54,1.4309999999999998,215,17.2
673,107.68,0.41,0.0697,93,22.32,4,0.8,18,2.88,0.49,0.0245,8.7,2.5229999999999997,8.17,1.2255,283,22.64
766,122.56,0.36,0.061200000000000004,49,11.76,1,0.2,48,7.68,0.61,0.0305,16.2,4.6979999999999995,6.99,1.0485,409,32.72
350,56.0,0.15,0.025500000000000002,2,0.48,7,1.4000000000000001,75,12.0,0.63,0.0315,7.0,2.03,0.38,0.056999999999999995,348,27.84
407,65.12,0.12,0.0204,68,16.32,2,0.4,17,2.72,0.26,0.013000000000000001,6.4,1.8559999999999999,7.17,1.0755,446,35.68
304,48.64,0.3,0.051000000000000004,29,6.96,0,0.0,83,13.280000000000001,0.57,0.028499999999999998,16.1,4.6690000000000005,5.59,0.8384999999999999,190,15.200000000000001
601,96.16,0.14,0.023800000000000005,15,3.5999999999999996,5,1.0,73,11.68,0.67,0.0335,9.9,2.871,3.02,0.45299999999999996,245,19.6
581,92.96000000000001,0.08,0.013600000000000001,106,25.439999999999998,6,1.2000000000000002,38,6.08,0.8,0.04000000000000001,5.7,1.653,9.52,1.428,205,16.4
285,45.6,0.11,0.0187,95,22.8,3,0.6000000000000001,3,0.48,0.2,0.010000000000000002,7.9,2.291,1.71,0.2565,500,40.0
399,63.84,0.22,0.0374,63,15.12,5,1.0,31,4.96,0.77,0.038500000000000006,13.0,3.7699999999999996,0.72,0.108,102,8.16
875,140.0,0.18,0.030600000000000002,87,20.88,2,0.4,70,11.200000000000001,0.35,0.017499999999999998,16.0,4.64,1.67,0.2505,114,9.120000000000001
85,13.6,0.35,0.0595,92,22.08,2,0.4,36,5.76,0.26,0.013000000000000001,9.1,2.639,4.26,0.6389999999999999,273,21.84
736,117.76,0.25,0.0425,56,13.44,2,0.4,27,4.32,0.14,0.007000000000000001,15.9,4.611,4.35,0.6525,75,6.0
805,128.8,0.32,0.054400000000000004,79,18.96,4,0.8,38,6.08,0.69,0.034499999999999996,9.6,2.784,9.94,1.4909999999999999,151,12.08
1165,186.4,0.38,0.0646,38,9.12,0,0.0,40,6.4,0.42,0.021,13.3,3.8569999999999998,6.07,0.9105,380,30.400000000000002
890,142.4,0.23,0.0391,4,0.96,1,0.2,75,12.0,0.39,0.019500000000000003,5.9,1.711,2.61,0.39149999999999996,8,0.64
832,133.12,0.2,0.034,94,22.56,7,1.4000000000000001,84,13.44,0.76,0.038000000000000006,10.6,3.074,8.74,1.311,8,0.64
696,111.36,0.15,0.025500000000000002,54,12.959999999999999,6,1.2000000000000002,74,11.84,0.05,0.0025000000000000005,6.6,1.9139999999999997,9.36,1.404,87,6.96
492,78.72,0.2,0.034,11,2.6399999999999997,2,0.4,11,1.76,0.2,0.010000000000000002,10.2,2.9579999999999997,9.82,1.473,266,21.28
919,147.04,0.09,0.015300000000000001,49,11.76,7,1.4000000000000001,86,13.76,0.51,0.025500000000000002,13.5,3.9149999999999996,6.7,1.005,337,26.96
326,52.160000000000004,0.35,0.0595,73,17.52,1,0.2,43,6.88,0.49,0.0245,6.3,1.8269999999999997,2.61,0.39149999999999996,366,29.28
541,86.56,0.13,0.0221,25,6.0,4,0.8,60,9.6,0.38,0.019000000000000003,15.8,4.582,4.91,0.7365,437,34.96
883,141.28,0.24,0.0408,47,11.28,4,0.8,73,11.68,0.73,0.0365,10.9,3.161,0.42,0.063,57,4.5600000000000005
1176,188.16,0.21,0.0357,4,0.96,0,0.0,84,13.44,0.23,0.011500000000000002,11.8,3.422,0.22,0.033,237,18.96
1007,161.12,0.13,0.0221,12,2.88,2,0.4,49,7.84,0.41,0.0205,6.9,2.001,7.45,1.1175,45,3.6
661,105.76,0.32,0.054400000000000004,26,6.24,5,1.0,30,4.8,0.08,0.004,14.9,4.321,6.71,1.0065,381,30.48
35,5.6000000000000005,0.06,0.0102,34,8.16,3,0.6000000000000001,52,8.32,0.75,0.037500000000000006,9.2,2.6679999999999997,9.43,1.4144999999999999,459,36.72
847,135.52,0.49,0.0833,73,17.52,0,0.0,52,8.32,0.06,0.003,11.3,3.277,4.24,0.636,228,18.240000000000002
969,155.04,0.38,0.0646,15,3.5999999999999996,1,0.2,1,0.16,0.34,0.017,15.2,4.4079999999999995,8.63,1.2945,43,3.44
610,97.60000000000001,0.2,0.034,28,6.72,5,1.0,61,9.76,0.56,0.028000000000000004,9.5,2.755,9.16,1.3739999999999999,352,28.16
