strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_2,additive_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
yyyyyyy,0,Bulgur,87,Rapstraw,70,Sawdust,241,Straw,73,Vegiplants,300,cellulose,CaCO,CaCO,0.3,0,28,0.792173970483733,13,1500,Non-Pressed,70,35,29,85,0.038
zzzzzzzz,1,Barley,85,Biertreber,51,Sawdust,269,Straw,97,Rapstraw,250,CaCO,CaSO4,CaSO4,0.5,1,19,0.8440895210134519,5,4500,Cold-Pressed,75,45,41,70,0.069
zzzzzzzz,1,Buckwheat,55,Biertreber,94,Biertreber,275,Grass,88,Hemp,291,CaSO4,CaSO4,CaCO,0.32,1,24,0.9227428370243067,11,1500,Non-Pressed,80,74,17,75,0.051
zzzzzzzz,0,Oatmeal,87,Grass,60,Sawdust,261,Sawdust,82,Grass,210,CaCO,CaSO4,CaCO,0.32,1,25,0.8635889407590112,10,1000,Non-Pressed,85,25,53,75,0.079
xxxxx,0,Bulgur,55,Rapstraw,60,Hemp,205,Grass,68,Hemp,300,CaCO,cellulose,cellulose,0.38,1,28,0.886755682242709,5,2000,Non-Pressed,80,57,29,70,0.099
yyyyyyy,1,Barley,86,Biertreber,60,Hemp,295,Grass,65,Grass,274,CaSO4,cellulose,CaSO4,0.35,1,22,0.783444732591254,23,4000,Non-Pressed,85,26,41,75,0.025
zzzzzzzz,1,Oatmeal,95,Grass,98,Vegiplants,256,Hemp,80,Sawdust,215,cellulose,CaSO4,CaSO4,0.32,0,22,0.7217546147116519,13,3000,Hot-Pressed,80,58,29,70,0.096
yyyyyyy,0,Buckwheat,60,Rapstraw,68,Sawdust,212,Biertreber,71,Biertreber,216,cellulose,CaSO4,CaSO4,0.31,1,27,0.7562138413706609,15,3500,Non-Pressed,85,27,65,85,0.002
yyyyyyy,0,Buckwheat,90,Biertreber,63,Biertreber,260,Straw,85,Sawdust,261,CaSO4,CaSO4,CaCO,0.5,1,23,0.7934543159511878,16,1500,Hot-Pressed,70,79,65,70,0.051
xxxxx,0,Oatmeal,59,Sawdust,78,Grass,246,Biertreber,65,Vegiplants,202,cellulose,CaSO4,CaSO4,0.35,1,20,0.8768399352234704,20,3000,Hot-Pressed,85,17,29,80,0.07
zzzzzzzz,1,Buckwheat,58,Hemp,85,Hemp,201,Biertreber,56,Grass,231,CaCO,CaCO,CaCO,0.46,0,23,0.6720511062760399,16,2000,Non-Pressed,80,25,41,75,0.023
xxxxx,1,Buckwheat,63,Biertreber,55,Sawdust,267,Rapstraw,71,Hemp,268,cellulose,CaSO4,CaSO4,0.3,0,18,0.6035240604832622,17,2500,Cold-Pressed,70,51,5,80,0.094
yyyyyyy,1,Bulgur,62,Hemp,83,Sawdust,219,Grass,99,Straw,287,cellulose,CaCO,cellulose,0.49,0,23,0.8155519232491255,11,4500,Cold-Pressed,75,80,5,70,0.052
xxxxx,0,BierTreber,89,Rapstraw,52,Sawdust,251,Sawdust,85,Hemp,283,CaSO4,CaSO4,cellulose,0.53,1,27,0.6523686339128826,20,4500,Non-Pressed,80,13,5,75,0.023
xxxxx,1,Buckwheat,51,Vegiplants,63,Rapstraw,256,Grass,87,Biertreber,213,CaSO4,cellulose,CaSO4,0.43,1,19,0.9271921688898259,16,2500,Cold-Pressed,70,33,41,80,0.003
xxxxx,1,Barley,95,Vegiplants,88,Sawdust,298,Grass,89,Biertreber,202,CaSO4,CaCO,CaCO,0.35,1,23,0.6942299377455665,16,3500,Cold-Pressed,70,75,53,75,0.004
yyyyyyy,1,BierTreber,67,Vegiplants,86,Hemp,254,Straw,98,Grass,230,cellulose,cellulose,cellulose,0.46,0,23,0.6364806562264766,12,500,Non-Pressed,70,39,65,85,0.021
xxxxx,1,Buckwheat,85,Rapstraw,93,Rapstraw,209,Sawdust,51,Straw,268,CaCO,CaCO,CaCO,0.51,0,19,0.62330032185022,11,2000,Hot-Pressed,75,24,65,70,0.085
zzzzzzzz,0,Oatmeal,82,Vegiplants,67,Grass,221,Hemp,75,Sawdust,259,CaSO4,CaCO,cellulose,0.46,0,28,0.703312633927774,23,500,Cold-Pressed,75,26,65,70,0.007
yyyyyyy,1,Bulgur,92,Vegiplants,80,Sawdust,205,Hemp,80,Vegiplants,282,CaCO,CaSO4,CaSO4,0.32,0,24,0.6009986957051081,18,1000,Hot-Pressed,80,20,17,85,0.057
yyyyyyy,0,BierTreber,91,Straw,62,Grass,292,Biertreber,53,Grass,271,CaCO,CaSO4,CaCO,0.36,0,21,0.9094843995907491,24,3500,Cold-Pressed,70,77,41,85,0.076
xxxxx,0,BierTreber,55,Straw,91,Sawdust,267,Vegiplants,97,Biertreber,289,CaSO4,CaSO4,CaCO,0.55,0,27,0.8965511845128936,18,1000,Hot-Pressed,75,56,17,75,0.056
xxxxx,1,Buckwheat,79,Biertreber,64,Rapstraw,246,Straw,92,Grass,248,cellulose,CaCO,CaCO,0.5,1,27,0.6655181424441001,20,1000,Non-Pressed,80,29,53,80,0.01
yyyyyyy,1,Barley,52,Vegiplants,53,Biertreber,266,Biertreber,93,Vegiplants,281,cellulose,CaSO4,CaCO,0.32,0,28,0.62601490348449,21,1000,Hot-Pressed,75,80,53,80,0.018
yyyyyyy,0,Barley,69,Hemp,66,Rapstraw,206,Hemp,93,Grass,280,CaSO4,CaCO,cellulose,0.51,1,23,0.8703801829402558,16,500,Cold-Pressed,85,51,5,75,0.01
xxxxx,1,BierTreber,84,Vegiplants,63,Hemp,243,Rapstraw,77,Biertreber,250,CaSO4,CaCO,cellulose,0.58,1,18,0.944539877571817,16,3500,Cold-Pressed,80,41,41,80,0.005
yyyyyyy,0,Barley,75,Hemp,86,Vegiplants,253,Sawdust,62,Biertreber,236,CaCO,CaSO4,CaSO4,0.46,1,19,0.7114540981716224,23,4500,Cold-Pressed,75,27,29,70,0.037
yyyyyyy,1,Oatmeal,80,Grass,78,Hemp,269,Biertreber,80,Rapstraw,231,CaSO4,CaCO,CaCO,0.44,0,28,0.9403480476309584,15,3500,Cold-Pressed,70,45,5,80,0.008
zzzzzzzz,0,Buckwheat,83,Sawdust,83,Straw,218,Vegiplants,86,Biertreber,232,cellulose,CaSO4,CaCO,0.53,1,22,0.9252200958694428,6,4000,Hot-Pressed,85,35,41,80,0.03
yyyyyyy,1,Barley,53,Hemp,63,Sawdust,248,Straw,81,Straw,236,CaSO4,CaSO4,CaSO4,0.6,1,27,0.7833474601362658,14,1000,Cold-Pressed,70,17,29,70,0.027
zzzzzzzz,0,Barley,66,Vegiplants,98,Grass,295,Rapstraw,76,Grass,269,CaSO4,CaCO,CaCO,0.58,0,22,0.6758849182919208,14,2500,Hot-Pressed,85,75,53,75,0.04
zzzzzzzz,1,Buckwheat,73,Vegiplants,79,Straw,284,Vegiplants,84,Vegiplants,213,cellulose,CaSO4,CaSO4,0.4,0,18,0.8077816019073063,8,500,Cold-Pressed,70,54,5,80,0.08
yyyyyyy,0,BierTreber,55,Hemp,64,Vegiplants,281,Straw,77,Hemp,213,cellulose,cellulose,CaCO,0.54,1,24,0.7024997805358645,11,3000,Cold-Pressed,85,45,5,85,0.064
yyyyyyy,0,Bulgur,68,Grass,94,Vegiplants,294,Hemp,95,Vegiplants,230,cellulose,cellulose,cellulose,0.51,1,24,0.8517724636292006,12,2000,Non-Pressed,75,31,29,75,0.082
zzzzzzzz,1,Oatmeal,63,Sawdust,54,Biertreber,275,Hemp,66,Biertreber,281,CaSO4,CaCO,CaCO,0.53,0,21,0.8536236449510306,25,1500,Non-Pressed,70,43,17,85,0.047
xxxxx,0,Bulgur,68,Rapstraw,57,Sawdust,203,Grass,78,Vegiplants,231,CaSO4,CaSO4,CaCO,0.53,1,25,0.7034398925446252,6,3000,Non-Pressed,80,63,65,80,0.071
xxxxx,1,Buckwheat,62,Vegiplants,87,Grass,261,Vegiplants,89,Hemp,229,CaCO,CaCO,cellulose,0.43,0,24,0.7467420151284618,18,3500,Cold-Pressed,70,59,29,75,0.097
zzzzzzzz,0,BierTreber,66,Vegiplants,56,Sawdust,292,Rapstraw,91,Rapstraw,269,CaCO,cellulose,CaSO4,0.36,1,22,0.7374654160063945,21,4500,Cold-Pressed,75,15,17,80,0.047
zzzzzzzz,1,Bulgur,84,Sawdust,50,Biertreber,284,Biertreber,83,Biertreber,210,CaSO4,CaSO4,CaSO4,0.39,1,27,0.6576975558053566,20,1500,Hot-Pressed,75,14,53,75,0.099
xxxxx,1,BierTreber,91,Rapstraw,63,Straw,224,Grass,54,Sawdust,294,CaCO,CaCO,CaCO,0.48,1,22,0.7115508903150136,21,500,Hot-Pressed,75,48,65,75,0.078
zzzzzzzz,0,Buckwheat,83,Biertreber,66,Rapstraw,210,Rapstraw,55,Sawdust,207,cellulose,CaCO,CaSO4,0.35,0,26,0.8953380730645947,9,1000,Hot-Pressed,80,67,65,85,0.052
xxxxx,0,Barley,60,Biertreber,77,Grass,282,Straw,97,Straw,228,CaSO4,CaCO,CaCO,0.56,0,26,0.6634819607792543,20,2000,Hot-Pressed,85,34,17,80,0.078
yyyyyyy,0,Buckwheat,53,Biertreber,74,Grass,208,Vegiplants,50,Vegiplants,285,CaCO,CaSO4,CaSO4,0.39,0,27,0.9205210663506076,16,2500,Hot-Pressed,75,28,65,80,0.094
xxxxx,0,Barley,57,Biertreber,72,Vegiplants,256,Straw,52,Biertreber,215,cellulose,cellulose,CaCO,0.31,1,23,0.6242341259849822,5,3500,Cold-Pressed,85,39,5,70,0.032
yyyyyyy,1,Buckwheat,98,Vegiplants,93,Vegiplants,264,Grass,60,Grass,281,cellulose,CaSO4,CaSO4,0.38,0,21,0.8875710444861077,5,4500,Non-Pressed,85,46,41,80,0.005
zzzzzzzz,0,Bulgur,76,Vegiplants,76,Hemp,248,Grass,99,Grass,275,CaSO4,CaSO4,CaSO4,0.39,0,22,0.6159923452172359,25,4500,Non-Pressed,70,52,17,80,0.057
yyyyyyy,0,Bulgur,51,Hemp,55,Sawdust,249,Biertreber,61,Vegiplants,254,cellulose,CaSO4,CaSO4,0.4,1,18,0.6504709965744082,25,3500,Cold-Pressed,80,58,29,85,0.03
zzzzzzzz,0,Bulgur,85,Grass,84,Vegiplants,205,Straw,92,Sawdust,257,cellulose,cellulose,cellulose,0.54,0,28,0.6511640319466809,14,2000,Hot-Pressed,85,29,29,75,0.024
xxxxx,0,Bulgur,98,Sawdust,86,Sawdust,237,Grass,51,Biertreber,261,CaCO,CaSO4,cellulose,0.31,0,24,0.693217383597222,21,500,Hot-Pressed,80,46,17,70,0.031
xxxxx,0,Oatmeal,74,Hemp,54,Sawdust,225,Straw,71,Sawdust,215,cellulose,cellulose,CaCO,0.6,0,23,0.766319013497967,10,2000,Cold-Pressed,85,42,17,70,0.057
yyyyyyy,1,Barley,50,Grass,97,Hemp,295,Hemp,64,Vegiplants,257,CaSO4,cellulose,CaCO,0.41,1,27,0.6006238757708388,6,4000,Cold-Pressed,75,72,29,70,0.011
yyyyyyy,0,BierTreber,62,Sawdust,62,Hemp,240,Biertreber,73,Grass,262,CaSO4,cellulose,cellulose,0.31,0,21,0.9390091750574753,8,1000,Non-Pressed,75,68,5,70,0.034
yyyyyyy,1,Barley,56,Vegiplants,87,Hemp,209,Vegiplants,83,Hemp,215,CaSO4,CaCO,CaSO4,0.49,0,25,0.6949484422125227,24,4500,Hot-Pressed,85,19,65,85,0.032
yyyyyyy,0,Buckwheat,80,Sawdust,76,Vegiplants,295,Vegiplants,88,Grass,201,cellulose,CaCO,CaSO4,0.32,1,28,0.8250806460184019,17,4500,Hot-Pressed,70,22,17,75,0.073
zzzzzzzz,1,Buckwheat,79,Rapstraw,84,Sawdust,264,Hemp,83,Sawdust,230,CaSO4,CaSO4,cellulose,0.52,0,26,0.8253075078949348,8,3000,Hot-Pressed,70,26,41,80,0.081
xxxxx,1,Oatmeal,50,Vegiplants,54,Sawdust,216,Rapstraw,60,Biertreber,226,CaCO,cellulose,CaSO4,0.39,1,27,0.9283848049298833,12,4500,Non-Pressed,80,31,29,85,0.076
zzzzzzzz,1,BierTreber,63,Biertreber,74,Biertreber,274,Sawdust,97,Straw,215,CaSO4,cellulose,cellulose,0.48,1,23,0.7463812612152607,25,1000,Hot-Pressed,80,61,65,70,0.091
yyyyyyy,0,BierTreber,97,Rapstraw,92,Sawdust,295,Biertreber,91,Grass,292,cellulose,CaCO,cellulose,0.58,1,18,0.6580918233977088,19,3000,Hot-Pressed,85,74,65,75,0.05
yyyyyyy,1,Oatmeal,54,Hemp,87,Grass,258,Biertreber,58,Sawdust,269,CaCO,cellulose,CaCO,0.54,0,23,0.9167627442108808,21,2000,Hot-Pressed,85,59,41,85,0.06
xxxxx,0,Oatmeal,56,Straw,77,Hemp,229,Grass,100,Hemp,296,cellulose,cellulose,cellulose,0.35,0,23,0.9469358717852474,14,500,Non-Pressed,85,50,29,75,0.034
zzzzzzzz,1,BierTreber,82,Grass,92,Sawdust,271,Biertreber,85,Rapstraw,266,cellulose,cellulose,CaSO4,0.48,0,20,0.6062040825893383,16,4000,Non-Pressed,70,47,53,75,0.019
xxxxx,0,BierTreber,99,Rapstraw,53,Vegiplants,200,Vegiplants,76,Straw,254,CaSO4,CaCO,CaCO,0.36,0,24,0.633116523205349,18,4500,Hot-Pressed,70,77,29,80,0.085
yyyyyyy,0,BierTreber,79,Sawdust,70,Vegiplants,297,Grass,74,Vegiplants,238,CaSO4,CaSO4,cellulose,0.32,1,23,0.6101969320725869,21,3500,Hot-Pressed,75,71,53,70,0.054
zzzzzzzz,0,BierTreber,70,Sawdust,77,Biertreber,253,Biertreber,95,Rapstraw,218,CaSO4,CaCO,CaSO4,0.35,0,24,0.938662329230139,19,3500,Non-Pressed,70,17,53,85,0.067
xxxxx,1,BierTreber,56,Sawdust,88,Rapstraw,274,Rapstraw,73,Biertreber,231,cellulose,CaSO4,CaSO4,0.52,1,19,0.6085348845272199,17,2500,Hot-Pressed,80,42,53,75,0.018
xxxxx,0,Barley,67,Biertreber,84,Biertreber,262,Grass,60,Hemp,247,cellulose,CaCO,cellulose,0.45,0,20,0.754937123359852,8,3500,Cold-Pressed,70,80,29,75,0.056
yyyyyyy,1,Bulgur,98,Vegiplants,77,Grass,215,Biertreber,53,Straw,255,CaCO,CaSO4,CaSO4,0.59,1,22,0.6493511524565685,25,2000,Cold-Pressed,70,80,5,75,0.004
yyyyyyy,0,BierTreber,65,Grass,81,Biertreber,278,Vegiplants,91,Rapstraw,277,CaCO,CaSO4,cellulose,0.36,1,24,0.861875474304768,8,1500,Cold-Pressed,75,11,29,85,0.019
xxxxx,0,Oatmeal,66,Biertreber,57,Rapstraw,256,Biertreber,93,Straw,215,cellulose,CaCO,CaSO4,0.31,1,22,0.6166240259034523,14,2500,Cold-Pressed,85,66,5,85,0.028
yyyyyyy,1,Barley,52,Sawdust,63,Vegiplants,294,Rapstraw,82,Sawdust,286,CaCO,CaCO,cellulose,0.42,0,28,0.6239544688010733,19,1500,Non-Pressed,80,56,17,85,0.085
yyyyyyy,1,Oatmeal,79,Hemp,98,Rapstraw,211,Biertreber,100,Rapstraw,281,cellulose,CaCO,CaSO4,0.58,1,28,0.625806557057408,6,4000,Cold-Pressed,80,37,53,85,0.085
xxxxx,1,Buckwheat,79,Sawdust,74,Grass,295,Straw,99,Vegiplants,288,CaSO4,cellulose,cellulose,0.33,0,22,0.8459909149776554,12,500,Cold-Pressed,85,37,65,70,0.083
yyyyyyy,0,BierTreber,76,Vegiplants,100,Vegiplants,284,Vegiplants,99,Rapstraw,258,CaSO4,CaSO4,cellulose,0.45,0,23,0.6620995235940309,9,4000,Non-Pressed,75,31,65,75,0.06
zzzzzzzz,0,Bulgur,62,Rapstraw,78,Straw,254,Vegiplants,89,Straw,277,CaSO4,CaSO4,CaCO,0.4,1,23,0.6182767647090388,14,2000,Cold-Pressed,80,67,65,75,0.03
yyyyyyy,1,Bulgur,80,Grass,92,Sawdust,290,Biertreber,68,Vegiplants,286,CaSO4,CaCO,cellulose,0.34,0,18,0.7372458755602647,9,500,Hot-Pressed,70,33,65,80,0.072
xxxxx,0,Barley,64,Hemp,84,Biertreber,244,Grass,50,Vegiplants,281,cellulose,CaCO,cellulose,0.4,0,25,0.790710171579319,6,2000,Non-Pressed,85,80,53,85,0.083
yyyyyyy,0,Buckwheat,65,Grass,62,Straw,250,Rapstraw,54,Straw,285,cellulose,CaSO4,CaSO4,0.32,0,27,0.7442546935836466,18,3500,Hot-Pressed,70,63,17,70,0.08
xxxxx,0,Barley,55,Rapstraw,98,Vegiplants,238,Grass,84,Sawdust,282,CaSO4,CaCO,CaSO4,0.5,0,27,0.7702823692104755,8,4000,Hot-Pressed,70,80,17,80,0.091
xxxxx,0,Oatmeal,85,Hemp,94,Straw,262,Sawdust,78,Sawdust,214,cellulose,CaCO,CaCO,0.37,0,28,0.7439686878856149,20,1000,Cold-Pressed,75,15,17,85,0.081
yyyyyyy,0,Oatmeal,70,Sawdust,72,Sawdust,230,Sawdust,53,Biertreber,277,CaSO4,CaSO4,cellulose,0.51,0,18,0.7326695456639758,25,500,Hot-Pressed,80,31,29,80,0.063
yyyyyyy,0,Oatmeal,95,Grass,96,Biertreber,210,Vegiplants,90,Sawdust,286,cellulose,CaSO4,CaCO,0.37,0,28,0.7360152776401364,7,1000,Hot-Pressed,70,68,5,70,0.082
zzzzzzzz,1,Barley,82,Grass,71,Straw,246,Grass,98,Grass,282,CaCO,CaSO4,cellulose,0.41,1,19,0.6587503072470975,18,4500,Cold-Pressed,80,53,41,80,0.031
zzzzzzzz,1,Oatmeal,77,Hemp,63,Straw,288,Hemp,95,Straw,291,CaSO4,CaSO4,CaCO,0.57,1,23,0.6767830711225653,24,500,Cold-Pressed,75,25,17,85,0.008
zzzzzzzz,0,Barley,81,Biertreber,67,Rapstraw,228,Rapstraw,55,Hemp,216,cellulose,CaSO4,CaSO4,0.56,1,28,0.7235697922463177,12,1000,Non-Pressed,70,43,17,75,0.077
yyyyyyy,0,Barley,80,Vegiplants,100,Straw,225,Biertreber,97,Rapstraw,220,CaSO4,CaCO,CaCO,0.39,0,18,0.8851026391679622,13,4000,Non-Pressed,75,23,29,70,0.051
yyyyyyy,1,Oatmeal,57,Sawdust,57,Straw,229,Hemp,82,Rapstraw,280,cellulose,CaCO,cellulose,0.43,1,24,0.8081906084326995,25,4500,Non-Pressed,80,16,5,75,0.017
zzzzzzzz,0,Bulgur,89,Straw,56,Biertreber,295,Biertreber,63,Biertreber,263,cellulose,cellulose,CaCO,0.52,0,19,0.8196016181376924,8,4500,Hot-Pressed,85,57,17,80,0.019
yyyyyyy,1,Buckwheat,67,Hemp,100,Rapstraw,275,Rapstraw,80,Straw,296,CaSO4,cellulose,CaCO,0.5,1,21,0.7036948043046997,20,3000,Non-Pressed,85,68,29,80,0.002
yyyyyyy,1,BierTreber,78,Hemp,73,Straw,274,Rapstraw,67,Hemp,287,CaSO4,CaCO,CaSO4,0.34,0,28,0.806009466222281,5,3000,Cold-Pressed,75,70,53,85,0.005
zzzzzzzz,0,BierTreber,73,Grass,83,Vegiplants,230,Hemp,74,Rapstraw,285,cellulose,CaCO,CaSO4,0.46,1,22,0.660178221044238,22,1000,Hot-Pressed,75,76,5,80,0.009
xxxxx,1,Oatmeal,50,Biertreber,84,Vegiplants,279,Rapstraw,98,Grass,259,cellulose,CaCO,CaSO4,0.58,1,25,0.8822157348625226,6,3500,Hot-Pressed,85,79,53,75,0.061
zzzzzzzz,0,Oatmeal,61,Straw,79,Sawdust,229,Sawdust,92,Vegiplants,243,CaSO4,CaSO4,cellulose,0.48,0,22,0.7253265707827368,8,2500,Non-Pressed,70,79,41,85,0.035
xxxxx,1,Bulgur,99,Straw,100,Straw,294,Grass,55,Sawdust,201,CaCO,CaSO4,cellulose,0.31,0,26,0.624998737507735,12,4000,Hot-Pressed,85,55,53,70,0.077
xxxxx,0,Oatmeal,73,Sawdust,89,Grass,284,Biertreber,69,Hemp,210,CaCO,CaSO4,CaCO,0.4,0,22,0.7593159708246054,7,1000,Cold-Pressed,70,76,29,85,0.076
zzzzzzzz,0,Oatmeal,56,Rapstraw,97,Biertreber,212,Hemp,94,Vegiplants,299,CaSO4,CaCO,CaSO4,0.33,0,25,0.6688592150700277,5,500,Hot-Pressed,70,50,29,85,0.011
zzzzzzzz,0,Oatmeal,80,Vegiplants,92,Hemp,298,Grass,61,Grass,219,CaCO,cellulose,cellulose,0.52,0,21,0.7433740737052326,25,1500,Cold-Pressed,85,30,29,75,0.022
yyyyyyy,1,BierTreber,87,Grass,95,Biertreber,257,Grass,64,Hemp,221,cellulose,cellulose,CaCO,0.46,1,18,0.7355447730327914,22,1500,Cold-Pressed,75,51,29,80,0.002
yyyyyyy,0,Barley,63,Grass,95,Straw,279,Rapstraw,55,Straw,242,CaSO4,cellulose,CaSO4,0.48,0,28,0.6573104427122312,20,1500,Cold-Pressed,85,80,29,70,0.034
xxxxx,0,Buckwheat,65,Biertreber,92,Hemp,238,Biertreber,81,Straw,289,CaCO,cellulose,CaCO,0.45,0,24,0.895083182387866,10,4500,Non-Pressed,85,16,29,80,0.042
yyyyyyy,1,Bulgur,75,Grass,68,Straw,231,Hemp,64,Straw,294,CaSO4,CaCO,cellulose,0.47,1,23,0.7947185579448217,6,1500,Hot-Pressed,85,50,53,85,0.079
yyyyyyy,1,Oatmeal,61,Biertreber,81,Sawdust,244,Sawdust,63,Hemp,219,CaCO,CaSO4,CaCO,0.37,1,28,0.6070833935134244,15,500,Cold-Pressed,75,74,65,80,0.025
yyyyyyy,1,Buckwheat,85,Hemp,74,Sawdust,203,Sawdust,54,Straw,278,CaSO4,CaCO,cellulose,0.6,1,19,0.616840220250188,14,2500,Hot-Pressed,80,34,5,80,0.071
xxxxx,0,Oatmeal,99,Rapstraw,54,Rapstraw,236,Sawdust,69,Straw,237,cellulose,cellulose,CaSO4,0.37,0,19,0.7694245133272988,6,2500,Cold-Pressed,75,47,53,70,0.098
xxxxx,0,Oatmeal,59,Straw,66,Grass,254,Grass,59,Vegiplants,266,CaSO4,cellulose,cellulose,0.37,1,28,0.6326862875271992,7,3500,Hot-Pressed,70,11,53,85,0.055
xxxxx,1,Oatmeal,78,Vegiplants,64,Rapstraw,242,Straw,64,Vegiplants,224,CaSO4,CaCO,cellulose,0.49,1,24,0.7258570763249705,22,500,Hot-Pressed,75,66,53,85,0.084
xxxxx,0,BierTreber,77,Sawdust,96,Rapstraw,272,Biertreber,65,Biertreber,282,CaSO4,CaSO4,cellulose,0.36,1,21,0.9462418710832319,7,1000,Hot-Pressed,85,59,5,85,0.028
xxxxx,1,Barley,64,Vegiplants,65,Sawdust,233,Grass,93,Grass,211,CaSO4,CaCO,cellulose,0.58,1,18,0.7096836092099886,14,1500,Non-Pressed,75,55,53,80,0.047
zzzzzzzz,0,BierTreber,81,Sawdust,73,Hemp,278,Vegiplants,65,Rapstraw,277,CaSO4,cellulose,cellulose,0.58,1,28,0.6818172565416247,14,4000,Cold-Pressed,80,49,65,80,0.022
zzzzzzzz,0,Buckwheat,82,Hemp,75,Straw,272,Straw,54,Sawdust,284,cellulose,cellulose,CaCO,0.42,0,25,0.735975326492365,16,3000,Hot-Pressed,85,54,29,85,0.065
zzzzzzzz,0,Oatmeal,67,Rapstraw,91,Sawdust,300,Sawdust,65,Straw,300,cellulose,CaSO4,CaCO,0.39,1,22,0.8414330192963997,16,500,Non-Pressed,85,79,5,80,0.026
xxxxx,1,BierTreber,83,Biertreber,78,Vegiplants,294,Vegiplants,100,Straw,268,CaCO,cellulose,CaCO,0.4,0,23,0.6435147188965923,9,2000,Cold-Pressed,80,73,41,85,0.095
yyyyyyy,0,Barley,50,Hemp,76,Vegiplants,262,Sawdust,65,Rapstraw,250,cellulose,cellulose,cellulose,0.33,0,22,0.8572973509771364,15,2000,Hot-Pressed,85,51,17,70,0.049
yyyyyyy,0,BierTreber,70,Hemp,55,Biertreber,243,Hemp,65,Biertreber,223,cellulose,cellulose,CaSO4,0.53,0,27,0.8739326944418269,24,2000,Cold-Pressed,70,60,65,70,0.077
yyyyyyy,1,Barley,75,Straw,68,Biertreber,237,Vegiplants,81,Hemp,269,cellulose,CaCO,CaSO4,0.49,0,26,0.809085904612849,19,1000,Cold-Pressed,80,53,65,75,0.026
zzzzzzzz,1,Barley,55,Grass,54,Straw,234,Sawdust,93,Straw,292,CaCO,CaSO4,CaSO4,0.44,0,24,0.6818212679319242,17,2000,Cold-Pressed,80,51,41,80,0.018
yyyyyyy,0,BierTreber,70,Straw,71,Straw,278,Hemp,92,Straw,215,cellulose,cellulose,cellulose,0.55,0,27,0.9256211802854009,5,2500,Non-Pressed,75,26,5,85,0.006
zzzzzzzz,1,Buckwheat,96,Biertreber,88,Rapstraw,242,Rapstraw,52,Vegiplants,261,CaSO4,CaSO4,cellulose,0.44,1,28,0.6144348694642041,17,1000,Cold-Pressed,70,46,65,80,0.086
zzzzzzzz,0,Barley,51,Straw,88,Grass,233,Sawdust,92,Sawdust,225,CaSO4,CaSO4,CaSO4,0.46,1,26,0.6081001749456199,8,500,Cold-Pressed,75,43,17,70,0.06
yyyyyyy,1,Bulgur,90,Biertreber,64,Vegiplants,224,Vegiplants,94,Biertreber,201,CaCO,CaSO4,cellulose,0.4,1,27,0.6697084294248963,17,2000,Cold-Pressed,85,28,41,85,0.069
yyyyyyy,0,Oatmeal,90,Grass,71,Grass,289,Sawdust,77,Biertreber,231,cellulose,CaSO4,CaCO,0.32,0,28,0.6760032962670248,17,1500,Non-Pressed,80,61,17,70,0.083
zzzzzzzz,1,Buckwheat,70,Sawdust,68,Grass,252,Grass,64,Sawdust,278,CaSO4,CaSO4,CaCO,0.5,1,26,0.9116285322556943,15,3000,Non-Pressed,75,77,17,70,0.091
yyyyyyy,0,Barley,57,Biertreber,71,Vegiplants,243,Vegiplants,75,Rapstraw,252,CaCO,cellulose,CaSO4,0.52,1,28,0.7006650254932452,24,1000,Hot-Pressed,80,60,53,70,0.018
yyyyyyy,1,Barley,78,Hemp,100,Sawdust,222,Sawdust,92,Vegiplants,268,CaSO4,cellulose,cellulose,0.39,0,18,0.8333700774030876,9,3000,Cold-Pressed,85,33,53,75,0.024
xxxxx,1,BierTreber,82,Sawdust,94,Rapstraw,214,Grass,66,Rapstraw,271,CaSO4,CaSO4,CaCO,0.34,0,22,0.8216289970863957,24,3000,Hot-Pressed,70,79,53,75,0.035
xxxxx,1,Barley,66,Grass,81,Sawdust,242,Grass,97,Hemp,218,CaSO4,CaSO4,CaSO4,0.51,0,25,0.8187961560784264,23,1500,Hot-Pressed,85,33,53,85,0.069
yyyyyyy,1,Bulgur,89,Grass,96,Sawdust,284,Rapstraw,72,Sawdust,250,CaCO,CaSO4,CaCO,0.41,1,22,0.6830197149267546,19,3500,Hot-Pressed,80,58,53,80,0.058
xxxxx,1,Oatmeal,66,Hemp,66,Grass,224,Biertreber,94,Hemp,246,CaCO,CaSO4,CaSO4,0.44,1,22,0.7342320634604098,13,2000,Cold-Pressed,80,80,17,70,0.076
xxxxx,0,Oatmeal,76,Biertreber,81,Grass,245,Sawdust,96,Grass,256,CaSO4,cellulose,CaSO4,0.48,0,20,0.7161439561787226,24,1000,Cold-Pressed,75,72,29,75,0.051
xxxxx,0,Barley,83,Sawdust,70,Straw,219,Straw,70,Hemp,266,CaCO,CaCO,CaSO4,0.38,0,23,0.8184505320556544,8,3500,Hot-Pressed,80,42,53,85,0.081
